year,month,month_name,week,district,current_price,previous_week_price,previous_month_price,previous_year_price,change_previous_week,change_previous_month,change_previous_year
2026,2,February,4,Salem,2883.67,2891.17,3290.31,5178.03,-0.003,-0.124,-0.443
2026,2,February,4,Sivaganga,2957.59,2978.76,3515.57,4841.54,-0.007,-0.159,-0.389
2026,2,February,4,Tenkasi,3251.01,3159.88,3495.63,4569.58,0.029,-0.07,-0.289
2026,2,February,4,Thanjavur,2969.42,2888.06,3411.73,4716.17,0.028,-0.13,-0.37
2026,2,February,4,The Nilgiris,2604.94,2771.73,3200.0,4640.37,-0.06,-0.186,-0.439
2026,2,February,4,Theni,2566.57,2668.18,3258.73,4220.56,-0.038,-0.212,-0.392
2026,2,February,4,Thiruchirappalli,3070.29,3294.42,3234.38,4867.7,-0.068,-0.051,-0.369
2026,2,February,4,Thirunelveli,2413.94,2579.08,2999.55,3884.42,-0.064,-0.195,-0.379
2026,2,February,4,Thirupathur,2622.73,2610.56,2750.0,4540.54,0.005,-0.046,-0.422
2026,2,February,4,Thirupur,2466.95,2598.8,2703.87,4242.51,-0.051,-0.088,-0.419
2026,2,February,4,Thiruvannamalai,2281.29,2485.25,2968.69,4403.17,-0.082,-0.231,-0.482
2026,2,February,4,Thiruvarur,3418.77,3419.75,3565.38,5291.53,,-0.041,-0.354
2026,2,February,4,Thiruvellore,2899.69,2903.35,3152.92,3982.19,-0.001,-0.08,-0.272
2026,2,February,4,Tuticorin,2872.48,2794.05,3531.64,5031.92,0.028,-0.187,-0.429
2026,2,February,4,Vellore,2572.93,2728.69,2981.91,4127.79,-0.057,-0.137,-0.377
2026,2,February,4,Villupuram,2907.13,2994.54,3057.23,4722.25,-0.029,-0.049,-0.384
2026,2,February,4,Virudhunagar,3069.2,3089.94,3259.99,4287.48,-0.007,-0.058,-0.284
2026,3,March,1,Ariyalur,2272.49,2396.67,2358.03,4050.4,-0.052,-0.036,-0.439
2026,3,March,1,Chengalpattu,2814.26,2757.31,3105.4,3959.59,0.021,-0.094,-0.289
2026,3,March,1,Coimbatore,2095.29,2263.73,2250.44,3737.59,-0.074,-0.069,-0.439
2026,3,March,1,Cuddalore,2470.81,2598.52,2791.68,4268.29,-0.049,-0.115,-0.421
2026,3,March,1,Dharmapuri,2505.85,2510.6,2603.01,4047.98,-0.002,-0.037,-0.381
2026,3,March,1,Dindigul,2633.53,2689.17,2827.88,4427.72,-0.021,-0.069,-0.405
2026,3,March,1,Erode,2848.5,2970.09,3157.12,4344.35,-0.041,-0.098,-0.344
2026,3,March,1,Kallakuruchi,3241.9,3663.93,3662.06,5000.0,-0.115,-0.115,-0.352
2026,3,March,1,Kancheepuram,2552.36,2644.9,2920.43,4496.81,-0.035,-0.126,-0.432
2026,3,March,1,Karur,2880.38,2888.78,3154.89,4550.18,-0.003,-0.087,-0.367
2026,3,March,1,Krishnagiri,2296.95,2292.71,2719.31,4049.4,0.002,-0.155,-0.433
2026,3,March,1,Madurai,2459.54,2649.45,2761.44,4422.57,-0.072,-0.109,-0.444
2026,3,March,1,Nagapattinam,2867.82,2766.06,2673.7,4014.39,0.037,0.073,-0.286
2026,3,March,1,Nagercoil (Kannyiakumari),3286.24,3216.33,3848.24,4500.0,0.022,-0.146,-0.27
2026,3,March,1,Namakkal,2699.06,2760.87,3008.37,4369.17,-0.022,-0.103,-0.382
2026,3,March,1,Perambalur,2972.27,3101.39,3175.41,4480.19,-0.042,-0.064,-0.337
2026,3,March,1,Pudukkottai,3277.38,3237.04,3446.64,4805.16,0.012,-0.049,-0.318
2026,3,March,1,Ramanathapuram,2721.17,2759.91,3225.61,4656.54,-0.014,-0.156,-0.416
2026,3,March,1,Ranipet,2354.82,2398.41,2882.39,4070.2,-0.018,-0.183,-0.421
2026,3,March,1,Salem,2779.09,2883.67,3171.1,4998.56,-0.036,-0.124,-0.444
2026,3,March,1,Sivaganga,2776.87,2957.59,3025.73,4578.05,-0.061,-0.082,-0.393
2026,3,March,1,Tenkasi,2772.21,3251.01,3069.14,4292.56,-0.147,-0.097,-0.354
2026,3,March,1,Thanjavur,2872.88,2969.42,3299.49,4671.57,-0.032,-0.129,-0.385
2026,3,March,1,The Nilgiris,2653.57,2604.94,2916.97,4513.04,0.019,-0.09,-0.412
2026,3,March,1,Theni,2488.18,2566.57,2802.17,4061.33,-0.03,-0.112,-0.387
2026,3,March,1,Thiruchirappalli,2914.21,3070.29,3349.44,4955.18,-0.051,-0.13,-0.412
2026,3,March,1,Thirunelveli,2231.33,2413.94,2676.96,3800.0,-0.076,-0.166,-0.413
2026,3,March,1,Thirupathur,2595.31,2622.73,2891.56,4109.05,-0.011,-0.102,-0.368
2026,3,March,1,Thirupur,2417.36,2466.95,2612.68,4094.26,-0.02,-0.075,-0.41
2026,3,March,1,Thiruvannamalai,2205.91,2281.29,2823.45,4278.74,-0.033,-0.219,-0.484
2026,3,March,1,Thiruvarur,3256.29,3418.77,3524.14,5108.29,-0.048,-0.076,-0.362
2026,3,March,1,Thiruvellore,2527.34,2899.69,2915.32,3852.07,-0.128,-0.133,-0.344
2026,3,March,1,Tuticorin,2791.74,2872.48,3407.92,4588.17,-0.028,-0.181,-0.391
2026,3,March,1,Vellore,2447.71,2572.93,2881.38,3985.79,-0.049,-0.151,-0.386
2026,3,March,1,Villupuram,2722.68,2907.13,3099.14,4429.13,-0.063,-0.122,-0.385
2026,3,March,1,Virudhunagar,2863.62,3069.2,3092.14,4301.73,-0.067,-0.074,-0.334
2026,3,March,2,Ariyalur,2211.63,2272.49,2315.8,3728.57,-0.027,-0.045,-0.407
2026,3,March,2,Chengalpattu,2769.15,2814.26,3017.48,3613.65,-0.016,-0.082,-0.234
2026,3,March,2,Coimbatore,2208.64,2095.29,2312.31,3191.35,0.054,-0.045,-0.308
2026,3,March,2,Cuddalore,2453.24,2470.81,2791.81,4075.93,-0.007,-0.121,-0.398
2026,3,March,2,Dharmapuri,2451.5,2505.85,2478.94,3701.52,-0.022,-0.011,-0.338
2026,3,March,2,Dindigul,2666.61,2633.53,2737.56,3713.89,0.013,-0.026,-0.282
2026,3,March,2,Erode,2827.79,2848.5,3075.48,3925.72,-0.007,-0.081,-0.28
2026,3,March,2,Kallakuruchi,3000.0,3241.9,3655.56,5000.0,-0.075,-0.179,-0.4
2026,3,March,2,Kancheepuram,2447.7,2552.36,2693.41,3932.19,-0.041,-0.091,-0.378
2026,3,March,2,Karur,2887.7,2880.38,2894.38,4374.16,0.002,-0.002,-0.34
2026,3,March,2,Krishnagiri,2310.83,2296.95,2694.29,3696.12,0.006,-0.142,-0.375
2026,3,March,2,Madurai,2548.63,2459.54,2678.23,4115.36,0.036,-0.048,-0.381
2026,3,March,2,Nagapattinam,2900.56,2867.82,2751.71,4102.49,0.011,0.054,-0.293
2026,3,March,2,Nagercoil (Kannyiakumari),3077.72,3286.24,3250.0,4500.0,-0.063,-0.053,-0.316
2026,3,March,2,Namakkal,2606.31,2699.06,2757.92,4114.53,-0.034,-0.055,-0.367
2026,3,March,2,Perambalur,2967.65,2972.27,3157.14,3839.13,-0.002,-0.06,-0.227
2026,3,March,2,Pudukkottai,3257.28,3277.38,3300.86,4234.24,-0.006,-0.013,-0.231
2026,3,March,2,Ramanathapuram,2674.23,2721.17,3022.81,4352.45,-0.017,-0.115,-0.386
2026,3,March,2,Ranipet,2401.27,2354.82,2743.39,3766.98,0.02,-0.125,-0.362
2026,3,March,2,Salem,2740.87,2779.09,3053.91,4717.07,-0.014,-0.102,-0.419
2026,3,March,2,Sivaganga,2809.63,2776.87,2920.24,4432.23,0.012,-0.038,-0.366
2026,3,March,2,Tenkasi,2779.82,2772.21,3110.64,3942.47,0.003,-0.106,-0.295
2026,3,March,2,Thanjavur,2734.35,2872.88,3009.42,4439.59,-0.048,-0.091,-0.384
2026,3,March,2,The Nilgiris,2576.19,2653.57,2758.6,3944.64,-0.029,-0.066,-0.347
2026,3,March,2,Theni,2491.23,2488.18,2603.21,3516.2,0.001,-0.043,-0.291
2026,3,March,2,Thiruchirappalli,2826.1,2914.21,3269.9,4440.57,-0.03,-0.136,-0.364
2026,3,March,2,Thirunelveli,2294.97,2231.33,2610.73,3257.07,0.029,-0.121,-0.295
2026,3,March,2,Thirupathur,2515.7,2595.31,2850.81,3925.19,-0.031,-0.118,-0.359
2026,3,March,2,Thirupur,2487.25,2417.36,2605.42,3744.79,0.029,-0.045,-0.336
2026,3,March,2,Thiruvannamalai,2203.71,2205.91,2692.32,3714.56,-0.001,-0.181,-0.407
2026,3,March,2,Thiruvarur,3174.53,3256.29,3372.93,4665.84,-0.025,-0.059,-0.32
2026,3,March,2,Thiruvellore,2275.59,2527.34,2938.98,3735.34,-0.1,-0.226,-0.391
2026,3,March,2,Tuticorin,2801.56,2791.74,3045.69,3952.64,0.003,-0.08,-0.291
2026,3,March,2,Vellore,2376.42,2447.71,2764.51,3702.44,-0.029,-0.14,-0.358
2026,3,March,2,Villupuram,2592.36,2722.68,3019.0,4364.32,-0.048,-0.141,-0.406
2026,3,March,2,Virudhunagar,2713.3,2863.62,2828.53,4044.6,-0.052,-0.041,-0.329
2026,3,March,3,Ariyalur,2287.25,2211.63,2899.34,3433.95,0.034,-0.211,-0.334
2026,3,March,3,Chengalpattu,2690.97,2769.15,2815.6,3463.2,-0.028,-0.044,-0.223
2026,3,March,3,Coimbatore,2141.0,2208.64,2296.82,2850.24,-0.031,-0.068,-0.249
2026,3,March,3,Cuddalore,2523.58,2453.24,2645.54,3806.85,0.029,-0.046,-0.337
2026,3,March,3,Dharmapuri,2467.44,2451.5,2525.9,3249.32,0.007,-0.023,-0.241
2026,3,March,3,Dindigul,2785.65,2666.61,2646.01,3132.79,0.045,0.053,-0.111
2026,3,March,3,Erode,2796.78,2827.79,3069.44,3353.2,-0.011,-0.089,-0.166
2026,3,March,3,Kallakuruchi,3500.0,3000.0,3661.46,4913.39,0.167,-0.044,-0.288
2026,3,March,3,Kancheepuram,2424.53,2447.7,2728.83,3625.55,-0.009,-0.112,-0.331
2026,3,March,3,Karur,2886.36,2887.7,2891.91,3483.07,-0.001,-0.002,-0.171
2026,3,March,3,Krishnagiri,2265.95,2310.83,2628.39,3153.04,-0.019,-0.138,-0.281
2026,3,March,3,Madurai,2767.71,2548.63,2716.13,3665.33,0.086,0.019,-0.245
2026,3,March,3,Nagapattinam,2845.1,2900.56,2816.8,3977.17,-0.019,0.01,-0.285
2026,3,March,3,Nagercoil (Kannyiakumari),2984.57,3077.72,3196.01,3689.7,-0.03,-0.066,-0.191
2026,3,March,3,Namakkal,2586.45,2606.31,2746.02,3561.87,-0.008,-0.058,-0.274
2026,3,March,3,Perambalur,2852.12,2967.65,3151.26,3320.0,-0.039,-0.095,-0.141
2026,3,March,3,Pudukkottai,3241.14,3257.28,3119.86,3811.36,-0.005,0.039,-0.15
2026,3,March,3,Ramanathapuram,2692.81,2674.23,2837.31,4042.38,0.007,-0.051,-0.334
2026,3,March,3,Ranipet,2329.31,2401.27,2473.52,2835.32,-0.03,-0.058,-0.179
2026,3,March,3,Salem,2724.75,2740.87,2891.17,3966.1,-0.006,-0.058,-0.313
2026,3,March,3,Sivaganga,2937.36,2809.63,2978.76,4005.12,0.045,-0.014,-0.267
2026,3,March,3,Tenkasi,2943.07,2779.82,3159.88,3447.06,0.059,-0.069,-0.146
2026,3,March,3,Thanjavur,2737.48,2734.35,2888.06,3723.66,0.001,-0.052,-0.265
2026,3,March,3,The Nilgiris,2653.6,2576.19,2771.73,3233.6,0.03,-0.043,-0.179
2026,3,March,3,Theni,2466.83,2491.23,2668.18,2860.52,-0.01,-0.075,-0.138
2026,3,March,3,Thiruchirappalli,2804.23,2826.1,3294.42,3777.09,-0.008,-0.149,-0.258
2026,3,March,3,Thirunelveli,2309.14,2294.97,2579.08,3182.63,0.006,-0.105,-0.274
2026,3,March,3,Thirupathur,2573.15,2515.7,2610.56,3462.23,0.023,-0.014,-0.257
2026,3,March,3,Thirupur,2448.26,2487.25,2598.8,3126.56,-0.016,-0.058,-0.217
2026,3,March,3,Thiruvannamalai,2248.33,2203.71,2485.25,3226.75,0.02,-0.095,-0.303
2026,3,March,3,Thiruvarur,3040.88,3174.53,3419.75,4034.67,-0.042,-0.111,-0.246
2026,3,March,3,Thiruvellore,2210.13,2275.59,2903.35,3402.25,-0.029,-0.239,-0.35
2026,3,March,3,Tuticorin,2765.51,2801.56,2794.05,3858.39,-0.013,-0.01,-0.283
2026,3,March,3,Vellore,2421.71,2376.42,2728.69,3100.57,0.019,-0.112,-0.219
2026,3,March,3,Villupuram,2647.49,2592.36,2994.54,3603.46,0.021,-0.116,-0.265
2026,3,March,3,Virudhunagar,2569.04,2713.3,3089.94,3590.52,-0.053,-0.169,-0.284
2026,3,March,4,Ariyalur,2285.85,2287.25,2396.67,3382.54,-0.001,-0.046,-0.324
2026,3,March,4,Chengalpattu,2652.81,2690.97,2757.31,3305.39,-0.014,-0.038,-0.197
2026,3,March,4,Coimbatore,2086.69,2141.0,2263.73,2797.58,-0.025,-0.078,-0.254
2026,3,March,4,Cuddalore,2507.38,2523.58,2598.52,3714.47,-0.006,-0.035,-0.325
2026,3,March,4,Dharmapuri,2480.32,2467.44,2510.6,3120.3,0.005,-0.012,-0.205
2026,3,March,4,Dindigul,2567.27,2785.65,2689.17,3028.29,-0.078,-0.045,-0.152
2026,3,March,4,Erode,2654.39,2796.78,2970.09,3179.31,-0.051,-0.106,-0.165
2026,3,March,4,Kallakuruchi,3372.24,3500.0,3663.93,4144.84,-0.036,-0.08,-0.186
2026,3,March,4,Kancheepuram,2405.33,2424.53,2644.9,3155.22,-0.008,-0.091,-0.238
2026,3,March,4,Karur,2884.01,2886.36,2888.78,3034.8,-0.001,-0.002,-0.05
2026,3,March,4,Krishnagiri,2273.15,2265.95,2292.71,3028.33,0.003,-0.008,-0.249
2026,3,March,4,Madurai,2662.04,2767.71,2649.45,3538.97,-0.038,0.005,-0.248
2026,3,March,4,Nagapattinam,2820.72,2845.1,2766.06,3632.98,-0.009,0.02,-0.224
2026,3,March,4,Nagercoil (Kannyiakumari),2960.34,2984.57,3216.33,3568.03,-0.008,-0.08,-0.17
2026,3,March,4,Namakkal,2584.86,2586.45,2760.87,3475.34,-0.001,-0.064,-0.256
2026,3,March,4,Perambalur,2777.97,2852.12,3101.39,3299.13,-0.026,-0.104,-0.158
2026,3,March,4,Pudukkottai,3280.81,3241.14,3237.04,3504.87,0.012,0.014,-0.064
2026,3,March,4,Ramanathapuram,2810.59,2692.81,2759.91,3940.4,0.044,0.018,-0.287
2026,3,March,4,Ranipet,2060.12,2329.31,2398.41,2817.33,-0.116,-0.141,-0.269
2026,3,March,4,Salem,2765.39,2724.75,2883.67,3469.76,0.015,-0.041,-0.203
2026,3,March,4,Sivaganga,2865.24,2937.36,2957.59,3697.37,-0.025,-0.031,-0.225
2026,3,March,4,Tenkasi,2976.51,2943.07,3251.01,3452.79,0.011,-0.084,-0.138
2026,3,March,4,Thanjavur,2723.02,2737.48,2969.42,3615.32,-0.005,-0.083,-0.247
2026,3,March,4,The Nilgiris,2605.47,2653.6,2604.94,3268.49,-0.018,,-0.203
2026,3,March,4,Theni,2455.43,2466.83,2566.57,2924.14,-0.005,-0.043,-0.16
2026,3,March,4,Thiruchirappalli,2726.6,2804.23,3070.29,3682.57,-0.028,-0.112,-0.26
2026,3,March,4,Thirunelveli,2210.24,2309.14,2413.94,2863.25,-0.043,-0.084,-0.228
2026,3,March,4,Thirupathur,2609.01,2573.15,2622.73,3461.28,0.014,-0.005,-0.246
2026,3,March,4,Thirupur,2385.71,2448.26,2466.95,3103.56,-0.025,-0.033,-0.231
2026,3,March,4,Thiruvannamalai,2243.52,2248.33,2281.29,3233.76,-0.002,-0.017,-0.306
2026,3,March,4,Thiruvarur,3043.91,3040.88,3418.77,3694.72,0.001,-0.11,-0.176
2026,3,March,4,Thiruvellore,2161.4,2210.13,2899.69,3131.79,-0.022,-0.255,-0.31
2026,3,March,4,Tuticorin,2792.21,2765.51,2872.48,3788.89,0.01,-0.028,-0.263
2026,3,March,4,Vellore,2308.81,2421.71,2572.93,3038.01,-0.047,-0.103,-0.24
2026,3,March,4,Villupuram,2721.29,2647.49,2907.13,3327.0,0.028,-0.064,-0.182
2026,3,March,4,Virudhunagar,2506.42,2569.04,3069.2,3450.74,-0.024,-0.183,-0.274
2026,4,April,1,Ariyalur,2335.29,2285.85,2272.49,3383.28,0.022,0.028,-0.31
2026,4,April,1,Chengalpattu,2384.28,2652.81,2814.26,3211.92,-0.101,-0.153,-0.258
2026,4,April,1,Coimbatore,2074.22,2086.69,2095.29,2595.05,-0.006,-0.01,-0.201
2026,4,April,1,Cuddalore,2512.54,2507.38,2470.81,3750.0,0.002,0.017,-0.33
2026,4,April,1,Dharmapuri,2455.6,2480.32,2505.85,3086.14,-0.01,-0.02,-0.204
2026,4,April,1,Dindigul,2467.42,2567.27,2633.53,3059.62,-0.039,-0.063,-0.194
2026,4,April,1,Erode,2521.73,2654.39,2848.5,3047.16,-0.05,-0.115,-0.172
2026,4,April,1,Kallakuruchi,3000.0,3372.24,3241.9,4000.0,-0.11,-0.075,-0.25
2026,4,April,1,Kancheepuram,2425.44,2405.33,2552.36,3143.66,0.008,-0.05,-0.229
2026,4,April,1,Karur,2903.3,2884.01,2880.38,3010.58,0.007,0.008,-0.036
2026,4,April,1,Krishnagiri,2117.09,2273.15,2296.95,3041.95,-0.069,-0.078,-0.304
2026,4,April,1,Madurai,2436.76,2662.04,2459.54,3245.24,-0.085,-0.009,-0.249
2026,4,April,1,Nagapattinam,2652.58,2820.72,2867.82,3567.49,-0.06,-0.075,-0.256
2026,4,April,1,Nagercoil (Kannyiakumari),3015.17,2960.34,3286.24,3785.56,0.019,-0.082,-0.204
2026,4,April,1,Namakkal,2578.11,2584.86,2699.06,3723.56,-0.003,-0.045,-0.308
2026,4,April,1,Perambalur,2610.96,2777.97,2972.27,3200.0,-0.06,-0.122,-0.184
2026,4,April,1,Pudukkottai,2964.35,3280.81,3277.38,3117.36,-0.097,-0.096,-0.049
2026,4,April,1,Ramanathapuram,2801.88,2810.59,2721.17,3877.89,-0.003,0.03,-0.278
2026,4,April,1,Ranipet,2006.54,2060.12,2354.82,2824.26,-0.026,-0.148,-0.289
2026,4,April,1,Salem,2720.14,2765.39,2779.09,3403.92,-0.016,-0.021,-0.201
2026,4,April,1,Sivaganga,2749.32,2865.24,2776.87,3435.7,-0.04,-0.01,-0.2
2026,4,April,1,Tenkasi,2643.52,2976.51,2772.21,3175.95,-0.112,-0.046,-0.168
2026,4,April,1,Thanjavur,2691.0,2723.02,2872.88,3494.25,-0.012,-0.063,-0.23
2026,4,April,1,The Nilgiris,2589.36,2605.47,2653.57,3207.67,-0.006,-0.024,-0.193
2026,4,April,1,Theni,2442.81,2455.43,2488.18,2877.01,-0.005,-0.018,-0.151
2026,4,April,1,Thiruchirappalli,2606.16,2726.6,2914.21,3635.84,-0.044,-0.106,-0.283
2026,4,April,1,Thirunelveli,2128.92,2210.24,2231.33,2796.44,-0.037,-0.046,-0.239
2026,4,April,1,Thirupathur,2539.16,2609.01,2595.31,3370.03,-0.027,-0.022,-0.246
2026,4,April,1,Thirupur,2396.42,2385.71,2417.36,2821.38,0.005,-0.009,-0.151
2026,4,April,1,Thiruvannamalai,2271.11,2243.52,2205.91,3133.81,0.012,0.03,-0.275
2026,4,April,1,Thiruvarur,3047.11,3043.91,3256.29,3730.04,0.001,-0.064,-0.183
2026,4,April,1,Thiruvellore,2086.04,2161.4,2527.34,3475.19,-0.035,-0.175,-0.4
2026,4,April,1,Tuticorin,2832.99,2792.21,2791.74,3787.59,0.015,0.015,-0.252
2026,4,April,1,Vellore,2299.09,2308.81,2447.71,2941.8,-0.004,-0.061,-0.219
2026,4,April,1,Villupuram,2633.74,2721.29,2722.68,3383.18,-0.032,-0.033,-0.221
2026,4,April,1,Virudhunagar,2579.73,2506.42,2863.62,3309.86,0.029,-0.099,-0.221
2026,4,April,2,Ariyalur,2304.92,2335.29,2211.63,3418.31,-0.013,0.042,-0.326
2026,4,April,2,Chengalpattu,2505.48,2384.28,2769.15,3049.94,0.051,-0.095,-0.179
2026,4,April,2,Coimbatore,2068.81,2074.22,2208.64,2419.31,-0.003,-0.063,-0.145
2026,4,April,2,Cuddalore,2559.03,2512.54,2453.24,3718.75,0.019,0.043,-0.312
2026,4,April,2,Dharmapuri,2374.35,2455.6,2451.5,3052.7,-0.033,-0.031,-0.222
2026,4,April,2,Dindigul,2391.48,2467.42,2666.61,3000.0,-0.031,-0.103,-0.203
2026,4,April,2,Erode,2406.98,2521.73,2827.79,3008.24,-0.045,-0.149,-0.2
2026,4,April,2,Kallakuruchi,3000.0,3000.0,3000.0,3858.61,,,-0.222
2026,4,April,2,Kancheepuram,2410.13,2425.44,2447.7,2997.48,-0.006,-0.015,-0.196
2026,4,April,2,Karur,2804.16,2903.3,2887.7,3000.0,-0.034,-0.029,-0.065
2026,4,April,2,Krishnagiri,2106.29,2117.09,2310.83,3031.28,-0.005,-0.088,-0.305
2026,4,April,2,Madurai,2298.29,2436.76,2548.63,3137.01,-0.057,-0.098,-0.267
2026,4,April,2,Nagapattinam,2676.11,2652.58,2900.56,3219.65,0.009,-0.077,-0.169
2026,4,April,2,Nagercoil (Kannyiakumari),2886.23,3015.17,3077.72,3640.29,-0.043,-0.062,-0.207
2026,4,April,2,Namakkal,2475.76,2578.11,2606.31,3329.35,-0.04,-0.05,-0.256
2026,4,April,2,Perambalur,2668.7,2610.96,2967.65,3000.0,0.022,-0.101,-0.11
2026,4,April,2,Pudukkottai,2752.17,2964.35,3257.28,3035.04,-0.072,-0.155,-0.093
2026,4,April,2,Ramanathapuram,2934.27,2801.88,2674.23,3681.04,0.047,0.097,-0.203
2026,4,April,2,Ranipet,1970.18,2006.54,2401.27,2817.43,-0.018,-0.179,-0.301
2026,4,April,2,Salem,2745.9,2720.14,2740.87,3090.92,0.009,0.002,-0.112
2026,4,April,2,Sivaganga,2483.36,2749.32,2809.63,3414.15,-0.097,-0.116,-0.273
2026,4,April,2,Tenkasi,2749.64,2643.52,2779.82,3196.9,0.04,-0.011,-0.14
2026,4,April,2,Thanjavur,2717.95,2691.0,2734.35,3395.93,0.01,-0.006,-0.2
2026,4,April,2,The Nilgiris,2556.02,2589.36,2576.19,3171.05,-0.013,-0.008,-0.194
2026,4,April,2,Theni,2441.18,2442.81,2491.23,2708.95,-0.001,-0.02,-0.099
2026,4,April,2,Thiruchirappalli,2576.53,2606.16,2826.1,3296.74,-0.011,-0.088,-0.219
2026,4,April,2,Thirunelveli,2057.87,2128.92,2294.97,2790.0,-0.033,-0.103,-0.262
2026,4,April,2,Thirupathur,2610.0,2539.16,2515.7,3313.73,0.028,0.038,-0.212
2026,4,April,2,Thirupur,2357.54,2396.42,2487.25,3005.26,-0.016,-0.052,-0.216
2026,4,April,2,Thiruvannamalai,2242.7,2271.11,2203.71,2975.48,-0.012,0.018,-0.246
2026,4,April,2,Thiruvarur,3053.88,3047.11,3174.53,3857.06,0.002,-0.038,-0.208
2026,4,April,2,Thiruvellore,2085.46,2086.04,2275.59,3126.82,,-0.084,-0.333
2026,4,April,2,Tuticorin,2797.91,2832.99,2801.56,3864.68,-0.012,-0.001,-0.276
2026,4,April,2,Vellore,2299.11,2299.09,2376.42,2751.32,,-0.032,-0.164
2026,4,April,2,Villupuram,2641.64,2633.74,2592.36,3296.58,0.003,0.019,-0.199
2026,4,April,2,Virudhunagar,2642.29,2579.73,2713.3,3197.78,0.024,-0.026,-0.174
2026,4,April,3,Ariyalur,2278.31,2304.92,2287.25,3257.6,-0.011,-0.004,-0.301
2026,4,April,3,Chengalpattu,2630.84,2505.48,2690.97,2975.48,0.05,-0.022,-0.116
2026,4,April,3,Coimbatore,2018.69,2068.81,2141.0,2208.58,-0.024,-0.057,-0.086
2026,4,April,3,Cuddalore,2502.12,2559.03,2523.58,3190.68,-0.022,-0.008,-0.216
2026,4,April,3,Dharmapuri,2315.13,2374.35,2467.44,2850.07,-0.025,-0.062,-0.188
2026,4,April,3,Dindigul,2537.74,2391.48,2785.65,2944.99,0.061,-0.089,-0.138
2026,4,April,3,Erode,2365.48,2406.98,2796.78,2848.08,-0.017,-0.154,-0.169
2026,4,April,3,Kallakuruchi,3000.0,3000.0,3500.0,3500.0,,-0.143,-0.143
2026,4,April,3,Kancheepuram,2346.08,2410.13,2424.53,3170.14,-0.027,-0.032,-0.26
2026,4,April,3,Karur,2435.6,2804.16,2886.36,2909.09,-0.131,-0.156,-0.163
2026,4,April,3,Krishnagiri,2101.48,2106.29,2265.95,2601.55,-0.002,-0.073,-0.192
2026,4,April,3,Madurai,2268.32,2298.29,2767.71,3008.97,-0.013,-0.18,-0.246
2026,4,April,3,Nagapattinam,2687.58,2676.11,2845.1,3300.88,0.004,-0.055,-0.186
2026,4,April,3,Nagercoil (Kannyiakumari),2940.96,2886.23,2984.57,3000.0,0.019,-0.015,-0.02
2026,4,April,3,Namakkal,2435.35,2475.76,2586.45,3121.39,-0.016,-0.058,-0.22
2026,4,April,3,Perambalur,2655.05,2668.7,2852.12,2709.65,-0.005,-0.069,-0.02
2026,4,April,3,Pudukkottai,2663.48,2752.17,3241.14,3152.64,-0.032,-0.178,-0.155
2026,4,April,3,Ramanathapuram,2930.57,2934.27,2692.81,3539.94,-0.001,0.088,-0.172
2026,4,April,3,Ranipet,1984.57,1970.18,2329.31,2579.87,0.007,-0.148,-0.231
2026,4,April,3,Salem,2753.35,2745.9,2724.75,3000.0,0.003,0.011,-0.082
2026,4,April,3,Sivaganga,2414.89,2483.36,2937.36,3369.63,-0.028,-0.178,-0.283
2026,4,April,3,Tenkasi,2671.27,2749.64,2943.07,3064.56,-0.029,-0.092,-0.128
2026,4,April,3,Thanjavur,2681.33,2717.95,2737.48,3070.17,-0.014,-0.02,-0.127
2026,4,April,3,The Nilgiris,2602.28,2556.02,2653.6,2999.53,0.018,-0.019,-0.132
2026,4,April,3,Theni,2437.28,2441.18,2466.83,2436.25,-0.002,-0.012,
2026,4,April,3,Thiruchirappalli,2507.19,2576.53,2804.23,3056.7,-0.027,-0.106,-0.18
2026,4,April,3,Thirunelveli,2060.03,2057.87,2309.14,2337.48,0.001,-0.108,-0.119
2026,4,April,3,Thirupathur,2308.0,2610.0,2573.15,3369.42,-0.116,-0.103,-0.315
2026,4,April,3,Thirupur,2275.93,2357.54,2448.26,2754.71,-0.035,-0.07,-0.174
2026,4,April,3,Thiruvannamalai,2274.96,2242.7,2248.33,2769.46,0.014,0.012,-0.179
2026,4,April,3,Thiruvarur,3041.98,3053.88,3040.88,3614.72,-0.004,,-0.158
2026,4,April,3,Thiruvellore,2173.32,2085.46,2210.13,3167.7,0.042,-0.017,-0.314
2026,4,April,3,Tuticorin,2876.67,2797.91,2765.51,3697.47,0.028,0.04,-0.222
2026,4,April,3,Vellore,2290.05,2299.11,2421.71,2625.52,-0.004,-0.054,-0.128
2026,4,April,3,Villupuram,2562.58,2641.64,2647.49,3365.79,-0.03,-0.032,-0.239
2026,4,April,3,Virudhunagar,2492.88,2642.29,2569.04,2975.09,-0.057,-0.03,-0.162
2026,4,April,4,Ariyalur,2267.6,2278.31,2285.85,3196.71,-0.005,-0.008,-0.291
2026,4,April,4,Chengalpattu,2648.1,2630.84,2652.81,2910.68,0.007,-0.002,-0.09
2026,4,April,4,Coimbatore,1988.5,2018.69,2086.69,2258.32,-0.015,-0.047,-0.119
2026,4,April,4,Cuddalore,2529.62,2502.12,2507.38,2845.54,0.011,0.009,-0.111
2026,4,April,4,Dharmapuri,2328.44,2315.13,2480.32,2831.88,0.006,-0.061,-0.178
2026,4,April,4,Dindigul,2449.9,2537.74,2567.27,2859.04,-0.035,-0.046,-0.143
